"","INDEX_CAL","SEXE","date1","Year","mois","saisonyear","Id","geometry"
"2780",1,"XX",2024-02-15,2024,2,2024,"S87-061",c(872137, 6426568)
"2781",0.651041687,"XY",2024-02-15,2024,2,2024,"S87-055",c(903731, 6343046)
"2782",0.880208313,"XY",2024-02-15,2024,2,2024,"S87-064",c(902083, 6343705)
"2783",1,"XY",2024-02-15,2024,2,2024,"S87-020",c(907781, 6348594)
"2784",0.651041687,"XX",2024-02-15,2024,2,2024,"S88-035",c(1023729, 6338456)
"2785",1,"XY",2024-02-16,2024,2,2024,"S88-083",c(908084, 6235623)
"2786",0.505208313,"XX",2024-02-16,2024,2,2024,"S64-38",c(943894, 6477713)
"2787",0.796875,"XY",2024-02-16,2024,2,2024,"S79-003",c(995840, 6384293)
"2788",0.979166687,"XY",2024-02-16,2024,2,2024,"S87-072",c(972878, 6421549)
"2789",0.880208313,"XY",2024-02-16,2024,2,2024,"S87-018",c(933988, 6275921)
"2790",0.614583313,"XY",2024-02-16,2024,2,2024,"S79-003",c(996493, 6382922)
"2791",0.776041687,"XY",2024-02-16,2024,2,2024,"S87-079",c(941991, 6474683)
"2792",0.848958313,"XY",2024-02-16,2024,2,2024,"S87-018",c(933823, 6275979)
"2793",0.635416687,"NI",2024-02-16,2024,2,2024,"S89-028",c(984874, 6490935)
"2794",0.833333313,"XX",2024-02-16,2024,2,2024,"S87-011",c(907946, 6392070)
"2795",0.895833313,"XX",2024-02-16,2024,2,2024,"S83-102",c(962242, 6309349)
"2796",0.84375,"XX",2024-02-16,2024,2,2024,"S87-026",c(896071, 6310028)
"2797",0.765625,"XX",2024-02-16,2024,2,2024,"S87-101",c(888626, 6302295)
"2799",1,"XY",2024-02-16,2024,2,2024,"S79-003",c(995900, 6384203)
"2800",0.567708313,"XX",2024-02-16,2024,2,2024,"S86-004",c(974529, 6421621)
"2801",0.921875,"XX",2024-02-16,2024,2,2024,"S87-011",c(908877, 6392433)
"2803",0.9375,"XX",2024-02-16,2024,2,2024,"S87-026",c(896195, 6310020)
"2804",0.864583313,"XY",2024-02-17,2024,2,2024,"S88-014",c(989216, 6580924)
"2805",0.807291687,"XX",2024-02-17,2024,2,2024,"S87-012",c(989131, 6526846)
"2806",1,"XX",2024-02-17,2024,2,2024,"S89-019",c(991885, 6316615)
"2807",0.973958313,"XY",2024-02-17,2024,2,2024,"S89-026",c(876415, 6386623)
"2808",0.932291687,"XY",2024-02-17,2024,2,2024,"S88-021",c(976570, 6497772)
"2809",0.760416687,"NI",2024-02-17,2024,2,2024,"S89-029",c(989141, 6581242)
"2810",1,"XX",2024-02-17,2024,2,2024,"S88-023",c(906049, 6254868)
"2813",0.96875,"XX",2024-02-18,2024,2,2024,"S78-043",c(962038, 6443565)
"2814",0.947916687,"XY",2024-02-18,2024,2,2024,"S88-014",c(987852, 6587235)
"2815",0.994791687,"XX",2024-02-18,2024,2,2024,"S62-37",c(987930, 6587145)
"2816",1,"XX",2024-02-18,2024,2,2024,"S86-114",c(900249, 6409598)
"2817",1,"XY",2024-02-18,2024,2,2024,"S88-088",c(865076, 6399564)
"2818",0.515625,"XX",2024-02-18,2024,2,2024,"S83-046",c(971685, 6509258)
"2819",0.635416687,"XX",2024-02-18,2024,2,2024,"S88-102",c(987963, 6586912)
"2820",0.510416687,"XX",2024-02-19,2024,2,2024,"S87-031",c(907327, 6348497)
"2821",0.9375,"XX",2024-02-19,2024,2,2024,"S87-113",c(1010737, 6419919)
"2822",0.989583313,"XY",2024-02-19,2024,2,2024,"S80-041",c(1006738, 6414687)
"2823",0.989583313,"XY",2024-02-19,2024,2,2024,"S89-007",c(1040879, 6345535)
"2824",0.765625,"XX",2024-02-19,2024,2,2024,"S87-010",c(880928, 6348189)
"2825",0.588541687,"XX",2024-02-20,2024,2,2024,"S86-005",c(909402, 6297391)
"2826",0.739583313,"XX",2024-02-20,2024,2,2024,"S54-49",c(889019, 6383626)
"2827",0.515625,"XY",2024-02-20,2024,2,2024,"S86-093",c(897382, 6458590)
"2828",0.973958313,"XX",2024-02-20,2024,2,2024,"S86-121",c(935044, 6430784)
"2829",1,"XY",2024-02-20,2024,2,2024,"S88-001",c(928292, 6486702)
"2830",0.921875,"XX",2024-02-20,2024,2,2024,"S88-025",c(876240, 6301962)
"2831",0.651041687,"XX",2024-02-20,2024,2,2024,"S88-023",c(903920, 6256673)
"2832",1,"XY",2024-02-20,2024,2,2024,"S88-012",c(908448, 6397676)
"2833",0.989583313,"XY",2024-02-20,2024,2,2024,"S89-016",c(1033261, 6348451)
"2834",1,"XX",2024-02-20,2024,2,2024,"S78-031",c(976886, 6416845)
"2835",1,"XX",2024-02-20,2024,2,2024,"S86-005",c(910478, 6297015)
"2836",0.838541687,"XY",2024-02-21,2024,2,2024,"S87-054",c(1019317, 6329154)
"2837",0.78125,"XX",2024-02-21,2024,2,2024,"S83-007",c(1008160, 6336226)
"2838",1,"XY",2024-02-21,2024,2,2024,"S89-027",c(879438, 6411422)
"2839",0.71875,"NI",2024-02-21,2024,2,2024,"S87-105",c(951851, 6356164)
"2841",1,"XX",2024-02-21,2024,2,2024,"S82-109",c(999271, 6372782)
"2842",0.973958313,"XY",2024-02-21,2024,2,2024,"S87-091",c(994422, 6312772)
"2843",0.885416687,"XX",2024-02-21,2024,2,2024,"S79-105",c(995196, 6312607)
"2844",0.927083313,"XY",2024-02-21,2024,2,2024,"S87-091",c(997780, 6312684)
"2845",0.536458313,"XY",2024-02-21,2024,2,2024,"S87-091",c(997797, 6312681)
"2846",0.536458313,"XY",2024-02-21,2024,2,2024,"S88-021",c(983994, 6505583)
"2847",0.979166687,"XX",2024-02-22,2024,2,2024,"S88-032",c(1017401, 6337007)
"2848",1,"XY",2024-02-22,2024,2,2024,"S86-001",c(885034, 6317909)
"2849",0.708333313,"XY",2024-02-22,2024,2,2024,"S87-021",c(766410, 6366327)
"2850",0.994791687,"XX",2024-02-22,2024,2,2024,"S74-097",c(881743, 6321026)
"2851",1,"XX",2024-02-22,2024,2,2024,"S74-097",c(883342, 6324701)
"2852",0.921875,"XX",2024-02-22,2024,2,2024,"S80-090",c(886043, 6323774)
"2853",0.875,"XY",2024-02-23,2024,2,2024,"S87-033",c(879337, 6380771)
"2854",1,"XY",2024-02-23,2024,2,2024,"S89-012",c(974100, 6265829)
"2855",1,"XY",2024-02-23,2024,2,2024,"S87-069",c(997673, 6412174)
"2856",0.958333313,"XY",2024-02-23,2024,2,2024,"S86-079",c(918775, 6385062)
"2857",0.765625,"XY",2024-02-23,2024,2,2024,"S87-089",c(914919, 6380165)
"2858",0.666666687,"XX",2024-02-23,2024,2,2024,"S83-045",c(932826, 6381500)
"2859",0.817708313,"XY",2024-02-23,2024,2,2024,"S89-017",c(952275, 6264598)
"2860",0.96875,"XX",2024-02-23,2024,2,2024,"S87-017",c(890505, 6385519)
"2861",0.911458313,"XX",2024-02-24,2024,2,2024,"S86-129",c(1000888, 6473089)
"2862",0.989583313,"XY",2024-02-24,2024,2,2024,"S86-134",c(999751, 6472745)
"2863",0.989583313,"XX",2024-02-24,2024,2,2024,"S87-011",c(908271, 6392653)
"2864",0.5625,"XX",2024-02-24,2024,2,2024,"S87-011",c(908208, 6392740)
"2865",0.635416687,"XY",2024-02-24,2024,2,2024,"S85-019",c(899322, 6320641)
"2866",0.984375,"XY",2024-02-24,2024,2,2024,"S86-134",c(1000286, 6472736)
"2867",0.916666687,"XY",2024-02-24,2024,2,2024,"S82-125",c(1075094, 6339195)
"2868",0.755208313,"XY",2024-02-25,2024,2,2024,"S87-029",c(953706, 6486790)
"2869",0.958333313,"XX",2024-02-25,2024,2,2024,"S89-002",c(953708, 6486590)
"2870",1,"XX",2024-02-25,2024,2,2024,"S88-072",c(959745, 6334295)
"2871",0.817708313,"XY",2024-02-25,2024,2,2024,"S87-029",c(953729, 6486547)
"2873",0.557291687,"XY",2024-02-25,2024,2,2024,"S87-128",c(953723, 6486810)
"2874",0.604166687,"XY",2024-02-25,2024,2,2024,"S88-049",c(940565, 6456063)
"2875",0.71875,"XY",2024-02-25,2024,2,2024,"S87-029",c(953739, 6486833)
"2876",0.703125,"XX",2024-02-26,2024,2,2024,"S88-017",c(878223, 6374710)
"2878",0.979166687,"XX",2024-02-27,2024,2,2024,"S86-054",c(981661, 6314630)
"2880",1,"XX",2024-02-27,2024,2,2024,"S82-113",c(1008057, 6377769)
"2881",0.994791687,"XY",2024-02-27,2024,2,2024,"S87-035",c(933239, 6249101)
"2882",0.71875,"XY",2024-02-27,2024,2,2024,"S58-02",c(937665, 6250612)
"2883",0.526041687,"XY",2024-02-27,2024,2,2024,"S87-059",c(938562, 6250519)
"2884",0.984375,"XY",2024-02-27,2024,2,2024,"S87-002",c(849878, 6398816)
"2885",0.916666687,"XY",2024-02-27,2024,2,2024,"S58-02",c(936271, 6250042)
"2886",1,"XX",2024-02-27,2024,2,2024,"S86-196",c(844164, 6392509)
"2888",0.9375,"XX",2024-02-27,2024,2,2024,"S87-012",c(992001, 6536286)
"2889",0.625,"XX",2024-02-27,2024,2,2024,"S81-136",c(928910, 6428215)
"2890",0.588541687,"XX",2024-02-28,2024,2,2024,"S62-22",c(988999, 6301524)
"2891",1,"XX",2024-02-28,2024,2,2024,"S79-067",c(928448, 6486631)
"2892",0.588541687,"XY",2024-02-28,2024,2,2024,"S88-086",c(892924, 6406448)
"2893",0.635416687,"NI",2024-02-28,2024,2,2024,"S89-022",c(988483, 6301653)
"2894",1,"XX",2024-02-28,2024,2,2024,"S87-117",c(1046568, 6338075)
"2895",0.979166687,"XX",2024-02-28,2024,2,2024,"S86-054",c(987184, 6300285)
"2896",0.600000024,"NI",2024-02-28,2024,2,2024,"S88-068",c(900096, 6318389)
"2897",0.8125,"XY",2024-02-28,2024,2,2024,"S80-046",c(934127, 6244874)
"2898",0.921875,"XX",2024-02-28,2024,2,2024,"S60-23",c(970550, 6443896)
"2899",0.984375,"XY",2024-02-28,2024,2,2024,"S87-059",c(925970, 6252264)
"2900",0.927083313,"XY",2024-02-28,2024,2,2024,"S88-013",c(981892, 6503075)
"2901",0.947916687,"XY",2024-02-28,2024,2,2024,"S89-024",c(950448, 6300265)
"2903",0.953125,"XY",2024-02-28,2024,2,2024,"S88-063",c(950403, 6300097)
"2904",0.661458313,"XY",2024-02-28,2024,2,2024,"S88-053",c(923396, 6252763)
"2905",0.645833313,"XY",2024-02-28,2024,2,2024,"S80-046",c(937848, 6241781)
"2906",0.567708313,"XX",2024-02-28,2024,2,2024,"S70-074",c(849413, 6397603)
"2907",0.723958313,"XX",2024-02-29,2024,2,2024,"S88-015",c(991214, 6277417)
"2908",1,"XX",2024-02-29,2024,2,2024,"S88-004",c(973927, 6391567)
"2910",0.947916687,"XX",2024-02-29,2024,2,2024,"S78-037",c(905887, 6389781)
"2912",0.96875,"XX",2024-02-29,2024,2,2024,"S80-061",c(868467, 6373287)
"2916",0.75,"XX",2024-02-29,2024,2,2024,"S88-015",c(991302, 6277412)
"2918",0.71875,"XX",2024-02-29,2024,2,2024,"S88-015",c(990604, 6277311)
"2919",0.949999988,"XX",2024-02-29,2024,2,2024,"S73-057",c(945423, 6253948)
"2920",0.53125,"XX",2024-02-29,2024,2,2024,"S88-027",c(948530, 6257601)
"2921",0.765625,"XX",2024-02-29,2024,2,2024,"S72-041",c(930597, 6422263)
"2922",1,"XY",2024-02-29,2024,2,2024,"S87-079",c(940667, 6477098)
"2923",0.510416687,"XX",2024-02-29,2024,2,2024,"S82-078",c(920118, 6349415)
"2924",0.833333313,"XY",2024-02-29,2024,2,2024,"S58-61",c(908935, 6412605)
"2925",0.870000005,"XY",2024-02-29,2024,2,2024,"S58-61",c(908924, 6412630)
"2926",0.829999983,"XX",2024-02-29,2024,2,2024,"S88-015",c(992139, 6277849)
"2927",0.973958313,"XX",2024-03-01,2024,3,2024,"S73-012",c(978553, 6516498)
"2928",0.885416687,"XX",2024-03-01,2024,3,2024,"S73-025",c(1000718, 6342501)
"2930",0.901041687,"XX",2024-03-01,2024,3,2024,"S73-025",c(1000923, 6342463)
"2932",0.911458313,"XY",2024-03-02,2024,3,2024,"S86-125",c(947341, 6629719)
"2933",0.682291687,"XX",2024-03-04,2024,3,2024,"S86-039",c(918449, 6288526)
"2934",0.5625,"NI",2024-03-04,2024,3,2024,"S88-054",c(861869, 6375342)
"2936",0.916666687,"XY",2024-03-04,2024,3,2024,"S80-015",c(757182, 6398094)
"2938",0.739583313,"XX",2024-03-05,2024,3,2024,"S87-090",c(905263, 6279200)
"2939",1,"XY",2024-03-05,2024,3,2024,"S86-085",c(976319, 6437398)
"2940",0.920000017,"XY",2024-03-05,2024,3,2024,"S86-111",c(878710, 6364537)
"2941",0.916666687,"XX",2024-03-05,2024,3,2024,"S83-069",c(885304, 6432346)
"2942",0.96875,"XX",2024-03-05,2024,3,2024,"S88-051",c(907922, 6450361)
"2943",1,"XX",2024-03-05,2024,3,2024,"S83-069",c(885196, 6432409)
"2945",0.59375,"XY",2024-03-05,2024,3,2024,"S87-034",c(885304, 6432226)
"2946",0.90625,"XX",2024-03-05,2024,3,2024,"S80-013",c(940218, 6427487)
"2947",1,"XY",2024-03-05,2024,3,2024,"S61-05",c(975370, 6358057)
"2948",0.911458313,"NI",2024-03-05,2024,3,2024,"S89-025",c(973813, 6357161)
"2949",0.75,"XX",2024-03-05,2024,3,2024,"S86-039",c(917884, 6286631)
"2950",0.895833313,"XX",2024-03-05,2024,3,2024,"S81-106",c(974851, 6356945)
"2951",1,"XX",2024-03-05,2024,3,2024,"S81-106",c(973776, 6356658)
"2952",0.859375,"XX",2024-03-05,2024,3,2024,"S89-002",c(953992, 6488147)
"2953",1,"XX",2024-03-05,2024,3,2024,"S81-106",c(973809, 6357111)
"2955",0.604166687,"XY",2024-03-05,2024,3,2024,"S88-086",c(896287, 6406020)
"2956",0.970000029,"XY",2024-03-05,2024,3,2024,"S88-041",c(898961, 6403152)
"2958",1,"XX",2024-03-05,2024,3,2024,"S88-066",c(945014, 6274259)
"2959",0.895833313,"XX",2024-03-05,2024,3,2024,"S81-106",c(973825, 6356215)
"2960",0.78125,"XY",2024-03-06,2024,3,2024,"S85-034",c(956123, 6293643)
"2962",0.980000019,"XY",2024-03-06,2024,3,2024,"S85-034",c(957176, 6290261)
"2964",0.713541687,"XX",2024-03-06,2024,3,2024,"S78-081",c(927401, 6392369)
"2966",0.953125,"XY",2024-03-06,2024,3,2024,"S87-115",c(906432, 6279008)
"2967",0.895833313,"XY",2024-03-06,2024,3,2024,"S78-075",c(1024248, 6350095)
"2968",0.953125,"XY",2024-03-06,2024,3,2024,"S83-068",c(968491, 6345082)
"2969",0.864583313,"NI",2024-03-06,2024,3,2024,"S88-074",c(972112, 6343422)
"2970",1,"XX",2024-03-06,2024,3,2024,"S88-096",c(744743, 6402573)
"2971",0.838541687,"XY",2024-03-06,2024,3,2024,"S88-073",c(972177, 6344497)
"2972",1,"XY",2024-03-06,2024,3,2024,"S88-020",c(710446, 6385560)
"2973",1,"XX",2024-03-06,2024,3,2024,"S86-039",c(911678, 6280065)
"2974",1,"XX",2024-03-07,2024,3,2024,"S70-004",c(966248, 6405230)
"2977",0.96875,"XX",2024-03-07,2024,3,2024,"S88-006",c(874430, 6378269)
"2978",0.989583313,"XX",2024-03-07,2024,3,2024,"S88-006",c(874540, 6378467)
"2979",1,"XX",2024-03-07,2024,3,2024,"S86-151",c(925959, 6324740)
"2980",0.796875,"XX",2024-03-07,2024,3,2024,"S84-024",c(867197, 6397809)
"2981",0.869791687,"XY",2024-03-07,2024,3,2024,"S80-091",c(926839, 6324083)
"2982",0.796875,"XX",2024-03-07,2024,3,2024,"S86-151",c(926842, 6324095)
"2983",1,"XX",2024-03-07,2024,3,2024,"S62-37",c(992415, 6582490)
"2984",1,"XX",2024-03-07,2024,3,2024,"S78-001",c(916333, 6277440)
"2985",1,"XY",2024-03-07,2024,3,2024,"S89-014",c(966229, 6405194)
"2986",1,"XX",2024-03-07,2024,3,2024,"S89-015",c(1072131, 6346148)
"2987",1,"XY",2024-03-07,2024,3,2024,"S88-055",c(1072262, 6346219)
"2988",0.8125,"XY",2024-03-07,2024,3,2024,"S87-116",c(917357, 6290552)
"2989",0.953125,"XY",2024-03-08,2024,3,2024,"S82-063",c(965185, 6266781)
"2990",0.692708313,"XX",2024-03-08,2024,3,2024,"S88-075",c(960471, 6330748)
"2991",0.84375,"XY",2024-03-08,2024,3,2024,"S81-131",c(974997, 6331415)
"2992",0.53125,"XY",2024-03-08,2024,3,2024,"S83-022",c(989499, 6478379)
"2993",0.526041687,"XY",2024-03-09,2024,3,2024,"S86-031",c(906195, 6349582)
"2994",0.541666687,"XY",2024-03-09,2024,3,2024,"S87-020",c(906195, 6349582)
"2995",0.889999986,"XX",2024-03-10,2024,3,2024,"S88-003",c(928886, 6454968)
"2996",0.666666687,"XX",2024-03-10,2024,3,2024,"S87-015",c(961330, 6638744)
"2997",0.949999988,"XY",2024-03-10,2024,3,2024,"S74-072",c(893555, 6342985)
"2998",0.921875,"XX",2024-03-10,2024,3,2024,"S72-022",c(959933, 6335182)
"2999",0.921875,"XY",2024-03-10,2024,3,2024,"S88-050",c(980977, 6418653)
"3000",0.980000019,"XX",2024-03-10,2024,3,2024,"S88-003",c(928066, 6453938)
"3001",0.953125,"XY",2024-03-11,2024,3,2024,"S87-129",c(981320, 6480370)
"3002",0.958333313,"XX",2024-03-11,2024,3,2024,"S87-130",c(981297, 6480366)
"3004",0.78125,"XX",2024-03-11,2024,3,2024,"S80-090",c(893056, 6330093)
"3005",0.994791687,"XY",2024-03-11,2024,3,2024,"S88-078",c(979121, 6308767)
"3006",0.870000005,"XY",2024-03-12,2024,3,2024,"S69-42",c(948998, 6247601)
"3007",0.723958313,"XX",2024-03-12,2024,3,2024,"S83-090",c(946950, 6247263)
"3008",0.963541687,"XY",2024-03-12,2024,3,2024,"S78-046",c(962602, 6287453)
"3009",0.682291687,"XX",2024-03-12,2024,3,2024,"S87-043",c(990258, 6364739)
"3010",0.822916687,"XY",2024-03-12,2024,3,2024,"S82-032",c(905576, 6378480)
"3011",1,"XY",2024-03-12,2024,3,2024,"S82-032",c(905509, 6378566)
"3013",0.572916687,"XY",2024-03-12,2024,3,2024,"S79-006",c(988760, 6365014)
"3014",0.980000019,"XY",2024-03-12,2024,3,2024,"S88-065",c(944464, 6246268)
"3015",0.536458313,"XY",2024-03-12,2024,3,2024,"S79-006",c(990163, 6364661)
"3016",0.979166687,"XX",2024-03-12,2024,3,2024,"S87-043",c(989407, 6364847)
"3017",0.588541687,"XX",2024-03-12,2024,3,2024,"S81-035",c(979750, 6372998)
"3018",0.979166687,"XX",2024-03-12,2024,3,2024,"S88-031",c(958710, 6373120)
"3019",0.939999998,"XX",2024-03-12,2024,3,2024,"S88-008",c(947162, 6247377)
"3020",0.895833313,"XY",2024-03-12,2024,3,2024,"S79-024",c(958742, 6373447)
"3021",1,"XX",2024-03-12,2024,3,2024,"S79-044",c(972223, 6386051)
"3022",0.973958313,"XY",2024-03-13,2024,3,2024,"S89-023",c(902467, 6305628)
"3023",0.869791687,"XX",2024-03-13,2024,3,2024,"S75-048",c(928084, 6414401)
"3024",0.947916687,"XY",2024-03-13,2024,3,2024,"S88-092",c(900459, 6408278)
"3025",0.864583313,"XY",2024-03-13,2024,3,2024,"S86-025",c(900365, 6408753)
"3027",0.625,"XY",2024-03-13,2024,3,2024,"S88-098",c(928084, 6414401)
"3028",0.895833313,"XX",2024-03-13,2024,3,2024,"S70-004",c(957012, 6396991)
"3029",0.540000021,"XX",2024-03-14,2024,3,2024,"S88-069",c(990808, 6586132)
"3031",0.979166687,"XY",2024-03-14,2024,3,2024,"S88-009",c(975850, 6537043)
"3032",0.619791687,"XY",2024-03-14,2024,3,2024,"S79-003",c(997919, 6377574)
"3033",0.942708313,"XX",2024-03-14,2024,3,2024,"S71-031",c(997974, 6377932)
"3034",0.989583313,"XY",2024-03-14,2024,3,2024,"S88-028",c(904545, 6339411)
"3035",0.889999986,"XY",2024-03-15,2024,3,2024,"S88-044",c(905549, 6446078)
"3037",0.649999976,"XX",2024-03-16,2024,3,2024,"S88-022",c(991437, 6592721)
"3038",0.75999999,"XX",2024-03-16,2024,3,2024,"S86-002",c(994252, 6490728)
"3039",0.916666687,"XY",2024-03-16,2024,3,2024,"S65-23",c(974624, 6321318)
"3040",0.625,"XX",2024-03-16,2024,3,2024,"S84-024",c(865072, 6399636)
"3041",1,"XY",2024-03-16,2024,3,2024,"S87-002",c(865064, 6399568)
"3042",0.697916687,"NI",2024-03-17,2024,3,2024,"S88-076",c(957492, 6346203)
"3043",0.579999983,"XX",2024-03-17,2024,3,2024,"S79-067",c(918919, 6475573)
"3044",0.984375,"XX",2024-03-17,2024,3,2024,"S88-052",c(998577, 6360904)
"3045",1,"XX",2024-03-17,2024,3,2024,"S79-067",c(916920, 6475606)
"3046",0.760416687,"XY",2024-03-18,2024,3,2024,"S84-003",c(898460, 6395530)
"3047",0.71875,"XY",2024-03-18,2024,3,2024,"S88-012",c(899217, 6396264)
"3048",0.947916687,"XY",2024-03-18,2024,3,2024,"S88-058",c(993006, 6399897)
"3049",0.828125,"XX",2024-03-18,2024,3,2024,"S78-005",c(979751, 6242546)
"3050",0.989583313,"XX",2024-03-18,2024,3,2024,"S88-033",c(1002199, 6391545)
"3051",0.979166687,"XX",2024-03-18,2024,3,2024,"S88-087",c(897902, 6394919)
"3052",0.96875,"XX",2024-03-18,2024,3,2024,"S88-007",c(982629, 6416895)
"3053",0.989583313,"XY",2024-03-18,2024,3,2024,"S88-057",c(992455, 6400073)
"3054",0.75,"XX",2024-03-18,2024,3,2024,"S69-53",c(993383, 6399674)
"3056",1,"XX",2024-03-18,2024,3,2024,"S88-007",c(981931, 6415333)
"3057",0.810000002,"XX",2024-03-19,2024,3,2024,"S88-025",c(878161, 6299009)
"3058",1,"XY",2024-03-19,2024,3,2024,"S88-097",c(764682, 6365115)
"3059",0.639999986,"XX",2024-03-19,2024,3,2024,"S75-077",c(879690, 6299080)
"3061",0.979166687,"XX",2024-03-19,2024,3,2024,"S88-067",c(991671, 6308272)
"3062",0.588541687,"XY",2024-03-19,2024,3,2024,"S84-003",c(910793, 6400621)
"3063",0.96875,"XX",2024-03-19,2024,3,2024,"S86-087",c(944531, 6350256)
"3064",0.989583313,"XX",2024-03-19,2024,3,2024,"S86-087",c(945077, 6350800)
"3065",0.588541687,"XY",2024-03-19,2024,3,2024,"S88-104",c(1002608, 6546592)
"3066",0.895833313,"XY",2024-03-19,2024,3,2024,"S87-037",c(999550, 6348955)
"3067",0.880208313,"XY",2024-03-19,2024,3,2024,"S61-25",c(991989, 6307799)
"3068",0.979166687,"XX",2024-03-19,2024,3,2024,"S87-110",c(1009387, 6346448)
"3069",0.640625,"XX",2024-03-20,2024,3,2024,"S72-012",c(929169, 6338969)
"3070",0.864583313,"XX",2024-03-20,2024,3,2024,"S83-044",c(914682, 6375453)
"3071",0.609375,"XX",2024-03-20,2024,3,2024,"S54-49",c(881818, 6394959)
"3072",0.869791687,"XY",2024-03-20,2024,3,2024,"S80-001",c(929155, 6338959)
"3073",0.838541687,"XY",2024-03-20,2024,3,2024,"S78-030",c(965018, 6396806)
"3074",0.645833313,"XX",2024-03-20,2024,3,2024,"S88-081",c(999296, 6409046)
"3075",1,"XY",2024-03-20,2024,3,2024,"S61-25",c(976810, 6312459)
"3076",1,"XY",2024-03-20,2024,3,2024,"S88-078",c(977259, 6313510)
"3077",1,"XX",2024-03-20,2024,3,2024,"S85-099",c(1007820, 6355002)
"3078",0.671875,"XX",2024-03-20,2024,3,2024,"S77-027",c(914858, 6368547)
"3079",1,"XY",2024-03-20,2024,3,2024,"S79-002",c(998437, 6372629)
"3080",0.958333313,"XX",2024-03-20,2024,3,2024,"S88-004",c(965035, 6396688)
"3081",0.730000019,"XX",2024-03-20,2024,3,2024,"S88-018",c(971401, 6543597)
"3082",0.729166687,"XY",2024-03-20,2024,3,2024,"S88-077",c(971986, 6340387)
"3083",0.932291687,"XY",2024-03-20,2024,3,2024,"S77-047",c(934029, 6336993)
"3084",0.729166687,"XX",2024-03-20,2024,3,2024,"S83-100",c(971986, 6340387)
"3085",0.744791687,"XX",2024-03-20,2024,3,2024,"S72-012",c(934018, 6336956)
"3086",0.932291687,"XY",2024-03-20,2024,3,2024,"S88-103",c(971433, 6543626)
"3087",0.854166687,"XY",2024-03-21,2024,3,2024,"S88-009",c(970058, 6533121)
"3088",1,"XY",2024-03-21,2024,3,2024,"S88-009",c(968638, 6533398)
"3089",0.510416687,"XY",2024-03-21,2024,3,2024,"S88-101",c(968482, 6533215)
"3090",0.769999981,"XX",2024-03-21,2024,3,2024,"S88-018",c(973276, 6553421)
"3093",0.927083313,"XY",2024-03-21,2024,3,2024,"S88-088",c(867203, 6397779)
"3094",0.609375,"XY",2024-03-21,2024,3,2024,"S88-060",c(981970, 6415108)
"3095",0.723958313,"XX",2024-03-21,2024,3,2024,"S80-063",c(842944, 6375603)
"3096",0.916666687,"XX",2024-03-21,2024,3,2024,"S81-134",c(889598, 6440464)
"3097",0.723958313,"XY",2024-03-21,2024,3,2024,"S89-003",c(929083, 6394229)
"3098",1,"XY",2024-03-22,2024,3,2024,"S88-082",c(1011303, 6422590)
"3099",0.973958313,"XY",2024-03-22,2024,3,2024,"S88-030",c(932581, 6241074)
"3100",0.666666687,"XY",2024-03-22,2024,3,2024,"S78-042",c(931793, 6393032)
"3101",0.625,"XY",2024-03-22,2024,3,2024,"S78-034",c(960726, 6638988)
"3102",0.708333313,"XX",2024-03-22,2024,3,2024,"S79-035",c(966313, 6355689)
"3103",0.765625,"XX",2024-03-22,2024,3,2024,"S79-035",c(968825, 6353011)
"3104",0.958333313,"XY",2024-03-22,2024,3,2024,"S88-103",c(972079, 6552074)
"3105",0.989583313,"XX",2024-03-23,2024,3,2024,"S66-09",c(1065228, 6345944)
"3106",0.53125,"XY",2024-03-23,2024,3,2024,"S86-118",c(930426, 6422669)
"3109",0.984375,"XY",2024-03-23,2024,3,2024,"S83-001",c(1009871, 6379895)
"3110",0.947916687,"XX",2024-03-24,2024,3,2024,"S78-082",c(1035044, 6337264)
"3111",0.885416687,"XX",2024-03-24,2024,3,2024,"S88-019",c(984070, 6331033)
"3112",0.854166687,"XX",2024-03-24,2024,3,2024,"S75-048",c(926605, 6414506)
"3113",0.734375,"XY",2024-03-25,2024,3,2024,"S86-018",c(987315, 6556259)
"3114",0.96875,"XX",2024-03-25,2024,3,2024,"S57-44",c(1011286, 6363800)
"3115",0.979166687,"XX",2024-03-25,2024,3,2024,"S70-004",c(966952, 6405610)
"3116",0.947916687,"XX",2024-03-25,2024,3,2024,"S57-44",c(1011775, 6364144)
"3117",0.619791687,"XX",2024-03-25,2024,3,2024,"S57-44",c(1009312, 6362334)
"3118",0.854166687,"XY",2024-03-25,2024,3,2024,"S88-061",c(948535, 6407701)
"3119",0.994791687,"XY",2024-03-25,2024,3,2024,"S88-048",c(966818, 6406053)
"3120",0.927083313,"XY",2024-03-25,2024,3,2024,"S86-024",c(944030, 6334793)
"3121",0.875,"XY",2024-03-25,2024,3,2024,"S83-031",c(979766, 6366885)
"3122",0.859375,"XX",2024-03-25,2024,3,2024,"S88-029",c(979948, 6366617)
"3123",1,"XX",2024-03-25,2024,3,2024,"S79-067",c(922311, 6480074)
"3124",0.994791687,"XY",2024-03-25,2024,3,2024,"S88-026",c(980114, 6435498)
"3125",0.6875,"XY",2024-03-26,2024,3,2024,"S88-010",c(969052, 6338241)
"3126",0.505208313,"XY",2024-03-26,2024,3,2024,"S88-010",c(969267, 6337866)
"3127",0.639999986,"XY",2024-03-26,2024,3,2024,"S73-073",c(941529, 6529018)
