"","INDEX_CAL","SEXE","date1","Year","mois","saisonyear","Id","geometry"
"2439",0.96875,"XY",2024-01-19,2024,1,2024,"S86-038",c(844451, 6379714)
"2440",0.729166687,"XX",2024-01-21,2024,1,2024,"S87-123",c(765838, 6363472)
"2441",0.625,"XX",2024-01-21,2024,1,2024,"S88-031",c(950688, 6375629)
"2442",0.833333313,"XY",2024-01-21,2024,1,2024,"S86-103",c(951581, 6363476)
"2443",0.807291687,"XY",2024-01-21,2024,1,2024,"S87-048",c(1058607, 6332794)
"2444",0.994791687,"XX",2024-01-21,2024,1,2024,"S78-082",c(1032177, 6340191)
"2445",0.9375,"XX",2024-01-21,2024,1,2024,"S63-35",c(1036873, 6347061)
"2446",0.979166687,"XX",2024-01-22,2024,1,2024,"S87-001",c(1011578, 6342801)
"2448",1,"XX",2024-01-22,2024,1,2024,"S81-116",c(1015928, 6413798)
"2449",1,"XX",2024-01-22,2024,1,2024,"S87-111",c(1016105, 6413549)
"2450",1,"XY",2024-01-22,2024,1,2024,"S82-114",c(1011757, 6364147)
"2451",0.614583313,"XY",2024-01-22,2024,1,2024,"S79-003",c(1003238, 6382946)
"2452",0.625,"XX",2024-01-22,2024,1,2024,"S87-026",c(880886, 6302429)
"2454",0.850000024,"XX",2024-01-22,2024,1,2024,"S88-025",c(875622, 6303045)
"2455",1,"XX",2024-01-22,2024,1,2024,"S80-085",c(896954, 6305221)
"2456",0.703125,"XY",2024-01-22,2024,1,2024,"S74-098",c(898027, 6305359)
"2457",1,"XX",2024-01-22,2024,1,2024,"S86-048",c(901299, 6305525)
"2458",0.65625,"XX",2024-01-22,2024,1,2024,"S86-017",c(954770, 6366388)
"2459",0.614583313,"XX",2024-01-22,2024,1,2024,"S86-017",c(954778, 6366390)
"2460",0.947916687,"XY",2024-01-22,2024,1,2024,"S79-003",c(1003768, 6382793)
"2461",1,"XY",2024-01-22,2024,1,2024,"S87-114",c(1016425, 6411992)
"2462",0.994791687,"XX",2024-01-23,2024,1,2024,"S64-38",c(945422, 6479347)
"2463",0.78125,"XX",2024-01-23,2024,1,2024,"S75-031",c(943292, 6372746)
"2464",0.973958313,"XY",2024-01-23,2024,1,2024,"S87-078",c(921482, 6418747)
"2465",0.973958313,"XY",2024-01-23,2024,1,2024,"S87-008",c(921482, 6418747)
"2466",1,"XX",2024-01-23,2024,1,2024,"S81-136",c(933227, 6443991)
"2467",1,"XY",2024-01-23,2024,1,2024,"S87-005",c(945465, 6372421)
"2468",0.942708313,"XX",2024-01-23,2024,1,2024,"S87-058",c(945367, 6373031)
"2469",0.989583313,"XY",2024-01-23,2024,1,2024,"S70-113",c(969935, 6461534)
"2470",0.729166687,"XY",2024-01-23,2024,1,2024,"S86-130",c(970340, 6460451)
"2471",0.989583313,"XY",2024-01-23,2024,1,2024,"S87-005",c(947725, 6374002)
"2473",0.970000029,"XX",2024-01-23,2024,1,2024,"S88-002",c(927677, 6433736)
"2474",0.9375,"XX",2024-01-24,2024,1,2024,"S88-005",c(960139, 6412405)
"2475",1,"XX",2024-01-24,2024,1,2024,"S87-075",c(977807, 6528550)
"2476",0.770833313,"XY",2024-01-24,2024,1,2024,"S86-043",c(932746, 6386817)
"2477",1,"XY",2024-01-24,2024,1,2024,"S89-005",c(990471, 6352573)
"2478",0.921875,"XX",2024-01-24,2024,1,2024,"S86-062",c(990546, 6352410)
"2479",0.880208313,"XY",2024-01-24,2024,1,2024,"S65-23",c(974112, 6326761)
"2480",0.889999986,"XY",2024-01-24,2024,1,2024,"S86-201",c(990239, 6535028)
"2481",0.557291687,"XX",2024-01-24,2024,1,2024,"S87-012",c(990977, 6535963)
"2482",0.864583313,"XX",2024-01-24,2024,1,2024,"S89-018",c(978670, 6312102)
"2483",0.807291687,"XX",2024-01-24,2024,1,2024,"S86-054",c(978640, 6312182)
"2484",0.708333313,"XY",2024-01-24,2024,1,2024,"S86-201",c(990977, 6535963)
"2485",0.822916687,"XX",2024-01-24,2024,1,2024,"S87-095",c(978212, 6312788)
"2486",1,"XY",2024-01-24,2024,1,2024,"S85-025",c(932746, 6386817)
"2487",0.989583313,"XY",2024-01-24,2024,1,2024,"S88-093",c(947550, 6444882)
"2488",0.84375,"XY",2024-01-24,2024,1,2024,"S87-019",c(895706, 6455385)
"2489",1,"XX",2024-01-24,2024,1,2024,"S78-037",c(906547, 6393824)
"2490",0.744791687,"XX",2024-01-24,2024,1,2024,"S86-041",c(863804, 6412783)
"2491",0.916666687,"XX",2024-01-24,2024,1,2024,"S86-041",c(863268, 6410563)
"2492",0.796875,"XY",2024-01-24,2024,1,2024,"S82-010",c(894085, 6433297)
"2493",0.96875,"XX",2024-01-24,2024,1,2024,"S87-127",c(893298, 6431376)
"2494",0.776041687,"XY",2024-01-24,2024,1,2024,"S86-093",c(895556, 6455430)
"2495",0.989583313,"XX",2024-01-24,2024,1,2024,"S87-083",c(931315, 6462976)
"2496",0.973958313,"XX",2024-01-24,2024,1,2024,"S88-005",c(958684, 6411782)
"2497",0.880208313,"XY",2024-01-24,2024,1,2024,"S88-093",c(948285, 6447400)
"2498",0.953125,"XY",2024-01-25,2024,1,2024,"S88-100",c(970119, 6533130)
"2499",0.947916687,"XY",2024-01-25,2024,1,2024,"S87-129",c(981255, 6479387)
"2501",1,"XY",2024-01-25,2024,1,2024,"S87-014",c(961860, 6638971)
"2503",1,"XX",2024-01-25,2024,1,2024,"S87-015",c(960898, 6638192)
"2504",0.90625,"XY",2024-01-25,2024,1,2024,"S78-042",c(936300, 6398168)
"2505",0.869791687,"XX",2024-01-25,2024,1,2024,"S87-053",c(961014, 6315848)
"2506",0.921875,"XX",2024-01-25,2024,1,2024,"S82-025",c(939152, 6316699)
"2507",1,"XY",2024-01-25,2024,1,2024,"S78-042",c(936300, 6398168)
"2508",0.850000024,"XX",2024-01-25,2024,1,2024,"S88-002",c(928295, 6436894)
"2509",0.947916687,"XX",2024-01-25,2024,1,2024,"S87-106",c(941678, 6354491)
"2510",0.920000017,"XY",2024-01-25,2024,1,2024,"S73-070",c(934392, 6445472)
"2511",0.901041687,"XX",2024-01-25,2024,1,2024,"S88-002",c(926205, 6433651)
"2512",0.71875,"XX",2024-01-25,2024,1,2024,"S75-048",c(928370, 6401515)
"2514",0.723958313,"XY",2024-01-25,2024,1,2024,"S86-070",c(981253, 6479392)
"2515",1,"XY",2024-01-25,2024,1,2024,"S86-037",c(911181, 6370296)
"2516",0.958333313,"XY",2024-01-25,2024,1,2024,"S86-001",c(877123, 6319811)
"2517",0.65625,"XY",2024-01-25,2024,1,2024,"S86-018",c(987544, 6556684)
"2518",0.796875,"XX",2024-01-25,2024,1,2024,"S60-23",c(974718, 6438785)
"2519",0.875,"XX",2024-01-25,2024,1,2024,"S78-031",c(981571, 6419596)
"2520",0.53125,"XX",2024-01-25,2024,1,2024,"S86-003",c(989130, 6555662)
"2521",0.791666687,"XY",2024-01-25,2024,1,2024,"S86-037",c(905983, 6365194)
"2522",0.734375,"XX",2024-01-25,2024,1,2024,"S86-003",c(988318, 6557333)
"2523",0.885416687,"XY",2024-01-25,2024,1,2024,"S86-018",c(988350, 6557269)
"2525",0.625,"XX",2024-01-26,2024,1,2024,"S81-116",c(998949, 6412484)
"2526",0.973958313,"XX",2024-01-26,2024,1,2024,"S65-36",c(947403, 6415652)
"2527",0.640625,"XY",2024-01-26,2024,1,2024,"S84-003",c(898938, 6396510)
"2528",0.885416687,"XX",2024-01-26,2024,1,2024,"S87-032",c(995101, 6423529)
"2529",1,"XY",2024-01-26,2024,1,2024,"S89-010",c(935386, 6436497)
"2530",1,"XX",2024-01-26,2024,1,2024,"S81-136",c(934268, 6435926)
"2531",0.739583313,"XY",2024-01-26,2024,1,2024,"S87-030",c(890572, 6341942)
"2532",0.78125,"XY",2024-01-26,2024,1,2024,"S88-080",c(998795, 6411782)
"2533",0.994791687,"XY",2024-01-26,2024,1,2024,"S86-080",c(982776, 6408210)
"2534",0.588541687,"XX",2024-01-26,2024,1,2024,"S85-016",c(988488, 6318860)
"2536",0.869791687,"XX",2024-01-27,2024,1,2024,"S88-045",c(939289, 6417849)
"2537",0.755208313,"XX",2024-01-27,2024,1,2024,"S82-039",c(861751, 6291871)
"2538",0.682291687,"XX",2024-01-27,2024,1,2024,"S87-100",c(975540, 6321369)
"2541",0.822916687,"XY",2024-01-27,2024,1,2024,"S82-081",c(939041, 6418336)
"2542",0.708333313,"XY",2024-01-29,2024,1,2024,"S74-011",c(980369, 6402141)
"2543",0.854166687,"XX",2024-01-29,2024,1,2024,"S69-53",c(996674, 6403652)
"2544",0.829999983,"XX",2024-01-29,2024,1,2024,"S87-084",c(885496, 6432377)
"2545",1,"XY",2024-01-29,2024,1,2024,"S87-082",c(920376, 6480798)
"2546",0.734375,"XX",2024-01-29,2024,1,2024,"S86-127",c(926409, 6602330)
"2547",0.932291687,"XX",2024-01-29,2024,1,2024,"S74-014",c(908986, 6352300)
"2549",0.9375,"XY",2024-01-29,2024,1,2024,"S87-109",c(927876, 6343136)
"2550",0.78125,"XY",2024-01-29,2024,1,2024,"S78-034",c(961126, 6638456)
"2551",1,"XY",2024-01-29,2024,1,2024,"S87-126",c(994429, 6236025)
"2552",0.916666687,"XX",2024-01-29,2024,1,2024,"S81-129",c(961021, 6638660)
"2553",0.953125,"XX",2024-01-29,2024,1,2024,"S77-028",c(906057, 6354228)
"2554",0.9375,"XX",2024-01-30,2024,1,2024,"S82-116",c(1030221, 6345388)
"2555",0.640625,"XX",2024-01-30,2024,1,2024,"S74-002",c(896940, 6238936)
"2556",0.927083313,"XY",2024-01-30,2024,1,2024,"S87-066",c(897602, 6239166)
"2558",0.864583313,"XX",2024-01-30,2024,1,2024,"S86-117",c(895098, 6436045)
"2559",0.96875,"XY",2024-01-30,2024,1,2024,"S87-068",c(898940, 6240546)
"2560",0.895833313,"XY",2024-01-30,2024,1,2024,"S86-081",c(898849, 6240515)
"2561",0.880208313,"XX",2024-01-30,2024,1,2024,"S80-086",c(900656, 6318545)
"2563",0.755208313,"XX",2024-01-30,2024,1,2024,"S87-024",c(895098, 6436045)
"2564",1,"XY",2024-01-30,2024,1,2024,"S87-022",c(1070260, 6336840)
"2565",0.755208313,"XY",2024-01-30,2024,1,2024,"S87-079",c(942028, 6475092)
"2567",1,"XX",2024-01-30,2024,1,2024,"S87-012",c(988472, 6527837)
"2568",0.901041687,"XY",2024-01-30,2024,1,2024,"S88-038",c(900520, 6318549)
"2569",0.848958313,"XX",2024-01-30,2024,1,2024,"S72-012",c(930355, 6336991)
"2570",1,"XX",2024-01-30,2024,1,2024,"S84-002",c(946500, 6360361)
"2571",0.920000017,"XY",2024-01-30,2024,1,2024,"S75-071",c(988357, 6527519)
"2572",1,"XX",2024-01-30,2024,1,2024,"S87-016",c(765059, 6363873)
"2573",1,"XX",2024-01-30,2024,1,2024,"S78-008",c(992721, 6346369)
"2574",0.901041687,"XX",2024-01-30,2024,1,2024,"S64-38",c(942014, 6475018)
"2575",1,"XX",2024-01-30,2024,1,2024,"S81-011",c(765216, 6363968)
"2576",0.921875,"XX",2024-01-30,2024,1,2024,"S84-033",c(975981, 6518631)
"2577",1,"XY",2024-01-30,2024,1,2024,"S87-052",c(902740, 6318702)
"2578",1,"XX",2024-01-30,2024,1,2024,"S87-124",c(765150, 6363964)
"2579",0.9375,"XY",2024-01-31,2024,1,2024,"S87-004",c(952613, 6543102)
"2580",0.994791687,"XY",2024-01-31,2024,1,2024,"S87-044",c(997412, 6372930)
"2581",0.989583313,"XX",2024-01-31,2024,1,2024,"S79-066",c(952484, 6542849)
"2583",1,"XY",2024-01-31,2024,1,2024,"S87-003",c(952484, 6542849)
"2584",1,"XY",2024-01-31,2024,1,2024,"S87-003",c(952137, 6541926)
"2585",0.939999998,"XY",2024-01-31,2024,1,2024,"S86-201",c(989579, 6529113)
"2586",0.989583313,"XY",2024-01-31,2024,1,2024,"S87-004",c(951923, 6541709)
"2587",0.96875,"XY",2024-01-31,2024,1,2024,"S78-034",c(961201, 6638303)
"2588",1,"XY",2024-01-31,2024,1,2024,"S87-014",c(961192, 6638303)
"2589",1,"XX",2024-01-31,2024,1,2024,"S87-015",c(961471, 6638379)
"2590",0.661458313,"XY",2024-01-31,2024,1,2024,"S86-025",c(892772, 6424757)
"2592",0.96875,"XY",2024-02-01,2024,2,2024,"S87-047",c(890626, 6329020)
"2594",0.864583313,"XX",2024-02-01,2024,2,2024,"S82-029",c(939245, 6362136)
"2595",0.635416687,"XX",2024-02-01,2024,2,2024,"S84-033",c(973864, 6518900)
"2596",0.807291687,"XY",2024-02-01,2024,2,2024,"S87-033",c(884561, 6377243)
"2597",0.979166687,"XX",2024-02-01,2024,2,2024,"S88-094",c(928463, 6445289)
"2598",0.822916687,"XY",2024-02-01,2024,2,2024,"S79-069",c(968311, 6515399)
"2599",0.697916687,"XX",2024-02-01,2024,2,2024,"S82-025",c(938376, 6316956)
"2600",1,"XY",2024-02-01,2024,2,2024,"S82-017",c(998931, 6359559)
"2601",0.901041687,"XY",2024-02-01,2024,2,2024,"S78-034",c(963212, 6637778)
"2602",0.526041687,"XX",2024-02-01,2024,2,2024,"S73-025",c(997947, 6347303)
"2603",0.953125,"XY",2024-02-01,2024,2,2024,"S87-022",c(1070513, 6334280)
"2604",1,"XY",2024-02-01,2024,2,2024,"S87-040",c(1017395, 6337461)
"2605",0.947916687,"XY",2024-02-01,2024,2,2024,"S87-091",c(1004319, 6312937)
"2606",0.979166687,"XY",2024-02-01,2024,2,2024,"S87-005",c(943696, 6369352)
"2607",1,"XX",2024-02-01,2024,2,2024,"S87-070",c(963891, 6402092)
"2608",0.604166687,"XX",2024-02-01,2024,2,2024,"S86-004",c(973260, 6419515)
"2609",0.765625,"XX",2024-02-01,2024,2,2024,"S85-098",c(1015756, 6357151)
"2610",1,"XX",2024-02-02,2024,2,2024,"S88-095",c(897795, 6459343)
"2611",1,"XX",2024-02-02,2024,2,2024,"S81-129",c(963228, 6637461)
"2612",0.979166687,"XY",2024-02-02,2024,2,2024,"S86-001",c(884530, 6317935)
"2613",0.911458313,"XX",2024-02-02,2024,2,2024,"S74-097",c(885034, 6317909)
"2614",0.567708313,"XY",2024-02-02,2024,2,2024,"S86-093",c(897795, 6459343)
"2615",0.53125,"XX",2024-02-02,2024,2,2024,"S87-046",c(999785, 6381129)
"2616",0.609375,"XX",2024-02-02,2024,2,2024,"S89-001",c(897795, 6459343)
"2617",0.822916687,"XX",2024-02-02,2024,2,2024,"S89-001",c(897610, 6459302)
"2618",1,"XY",2024-02-02,2024,2,2024,"S87-065",c(992908, 6241105)
"2619",1,"XX",2024-02-02,2024,2,2024,"S87-006",c(979218, 6415283)
"2620",0.895833313,"XY",2024-02-02,2024,2,2024,"S86-201",c(992336, 6536354)
"2622",1,"XY",2024-02-02,2024,2,2024,"S87-021",c(764424, 6363868)
"2623",0.645833313,"XX",2024-02-02,2024,2,2024,"S87-056",c(1006680, 6494322)
"2624",0.770833313,"XX",2024-02-02,2024,2,2024,"S87-056",c(1006698, 6494270)
"2625",0.84375,"XX",2024-02-02,2024,2,2024,"S88-037",c(1000871, 6388605)
"2626",0.875,"XX",2024-02-03,2024,2,2024,"S87-098",c(916519, 6346589)
"2627",0.713541687,"XY",2024-02-03,2024,2,2024,"S87-027",c(876537, 6431818)
"2628",0.84375,"XY",2024-02-03,2024,2,2024,"S87-102",c(956291, 6357612)
"2630",1,"XY",2024-02-03,2024,2,2024,"S87-009",c(973105, 6537308)
"2631",1,"XX",2024-02-04,2024,2,2024,"S87-125",c(764757, 6364279)
"2632",0.9375,"XX",2024-02-04,2024,2,2024,"S87-016",c(764773, 6364298)
"2633",0.970000029,"XY",2024-02-04,2024,2,2024,"S83-022",c(990326, 6482749)
"2634",0.869791687,"XX",2024-02-04,2024,2,2024,"S57-34",c(894842, 6434517)
"2635",1,"XY",2024-02-04,2024,2,2024,"S89-021",c(914237, 6332189)
"2636",0.973958313,"XX",2024-02-05,2024,2,2024,"S73-018",c(941537, 6460579)
"2637",1,"XY",2024-02-05,2024,2,2024,"S74-011",c(981826, 6407195)
"2638",0.515625,"XX",2024-02-05,2024,2,2024,"S85-098",c(1015671, 6351790)
"2639",0.984375,"XX",2024-02-05,2024,2,2024,"S87-067",c(980028, 6297198)
"2640",1,"XY",2024-02-05,2024,2,2024,"S86-084",c(968204, 6514050)
"2641",0.875,"XY",2024-02-05,2024,2,2024,"S87-087",c(959955, 6335381)
"2642",1,"XY",2024-02-05,2024,2,2024,"S57-26",c(958740, 6406091)
"2643",0.859375,"XX",2024-02-05,2024,2,2024,"S70-004",c(966871, 6405905)
"2644",1,"XX",2024-02-05,2024,2,2024,"S87-006",c(982779, 6407030)
"2645",0.895833313,"XY",2024-02-06,2024,2,2024,"S87-025",c(970394, 6460632)
"2646",0.880208313,"XY",2024-02-06,2024,2,2024,"S86-130",c(972407, 6460084)
"2647",0.963541687,"XY",2024-02-06,2024,2,2024,"S86-130",c(970792, 6460446)
"2648",1,"XY",2024-02-06,2024,2,2024,"S87-025",c(970545, 6460457)
"2649",0.958333313,"XY",2024-02-06,2024,2,2024,"S72-049",c(1007191, 6496691)
"2650",0.802083313,"XY",2024-02-06,2024,2,2024,"S86-130",c(970382, 6460464)
"2651",0.697916687,"XY",2024-02-06,2024,2,2024,"S89-013",c(921303, 6416672)
"2652",0.791666687,"XY",2024-02-06,2024,2,2024,"S87-041",c(998597, 6361638)
"2653",1,"XX",2024-02-06,2024,2,2024,"S70-004",c(958946, 6412078)
"2654",1,"XX",2024-02-06,2024,2,2024,"S87-080",c(977985, 6530660)
"2655",1,"XX",2024-02-06,2024,2,2024,"S87-077",c(921413, 6416647)
"2657",0.927083313,"XX",2024-02-06,2024,2,2024,"S87-017",c(891682, 6372790)
"2658",0.963541687,"XY",2024-02-06,2024,2,2024,"S87-009",c(967449, 6537124)
"2659",0.854166687,"XY",2024-02-06,2024,2,2024,"S87-009",c(966985, 6537615)
"2660",1,"XY",2024-02-06,2024,2,2024,"S87-093",c(971062, 6536630)
"2661",0.860000014,"XX",2024-02-06,2024,2,2024,"S81-136",c(932628, 6428048)
"2662",0.71875,"NI",2024-02-07,2024,2,2024,"S87-074",c(980667, 6255127)
"2663",0.916666687,"XY",2024-02-07,2024,2,2024,"S88-013",c(983858, 6506459)
"2665",0.958333313,"XX",2024-02-07,2024,2,2024,"S86-053",c(1025412, 6343555)
"2666",0.890625,"XX",2024-02-07,2024,2,2024,"S87-071",c(952465, 6403918)
"2667",0.776041687,"XY",2024-02-07,2024,2,2024,"S88-021",c(983085, 6506896)
"2668",0.973958313,"XX",2024-02-07,2024,2,2024,"S82-019",c(934059, 6394031)
"2669",0.911458313,"XY",2024-02-07,2024,2,2024,"S78-042",c(934054, 6394039)
"2670",0.625,"XX",2024-02-07,2024,2,2024,"S88-099",c(982530, 6507364)
"2671",0.864583313,"XY",2024-02-07,2024,2,2024,"S87-054",c(1017559, 6329408)
"2672",1,"XY",2024-02-07,2024,2,2024,"S88-013",c(986023, 6506288)
"2673",0.958333313,"XX",2024-02-08,2024,2,2024,"S87-084",c(887390, 6431175)
"2674",0.5625,"NI",2024-02-08,2024,2,2024,"S87-099",c(949160, 6326400)
"2675",0.989583313,"XY",2024-02-08,2024,2,2024,"S87-039",c(1068546, 6333139)
"2676",0.958333313,"XX",2024-02-08,2024,2,2024,"S87-062",c(967843, 6457101)
"2678",0.880208313,"XX",2024-02-08,2024,2,2024,"S86-127",c(927822, 6603545)
"2679",0.755208313,"XX",2024-02-08,2024,2,2024,"S87-096",c(927372, 6323634)
"2680",0.583333313,"XX",2024-02-08,2024,2,2024,"S74-007",c(1043728, 6345466)
"2681",0.510416687,"NI",2024-02-08,2024,2,2024,"S87-094",c(903947, 6259342)
"2682",0.970000029,"XY",2024-02-08,2024,2,2024,"S88-001",c(928339, 6486696)
"2683",0.889999986,"XY",2024-02-08,2024,2,2024,"S88-001",c(928390, 6485730)
"2684",0.802083313,"XX",2024-02-08,2024,2,2024,"S77-048",c(943740, 6620574)
"2685",0.927083313,"XX",2024-02-08,2024,2,2024,"S86-124",c(935544, 6616440)
"2686",0.875,"XY",2024-02-08,2024,2,2024,"S87-013",c(996303, 6329344)
"2687",0.697916687,"XX",2024-02-08,2024,2,2024,"S70-092",c(959675, 6483821)
"2688",0.979166687,"XY",2024-02-08,2024,2,2024,"S69-06",c(962242, 6443643)
"2689",0.822916687,"XY",2024-02-08,2024,2,2024,"S86-125",c(946948, 6623760)
"2691",0.875,"XY",2024-02-08,2024,2,2024,"S87-013",c(999497, 6331043)
"2692",0.734375,"XY",2024-02-08,2024,2,2024,"S78-075",c(1019968, 6348357)
"2693",0.864583313,"XY",2024-02-08,2024,2,2024,"S87-107",c(948386, 6326600)
"2694",0.677083313,"XY",2024-02-08,2024,2,2024,"S72-049",c(1005682, 6500035)
"2695",0.729166687,"XX",2024-02-08,2024,2,2024,"S57-44",c(1010967, 6365124)
"2696",0.864583313,"XY",2024-02-08,2024,2,2024,"S87-013",c(1000453, 6330006)
"2697",1,"XX",2024-02-08,2024,2,2024,"S87-088",c(961773, 6443997)
"2698",0.526041687,"XY",2024-02-09,2024,2,2024,"S87-057",c(966067, 6464905)
"2699",0.927083313,"XX",2024-02-09,2024,2,2024,"S67-45",c(964786, 6465640)
"2700",0.776041687,"XX",2024-02-09,2024,2,2024,"S88-042",c(931581, 6371781)
"2702",0.854166687,"XX",2024-02-09,2024,2,2024,"S81-064",c(886810, 6342622)
"2703",1,"XX",2024-02-09,2024,2,2024,"S82-002",c(931858, 6372123)
"2704",0.989583313,"XY",2024-02-09,2024,2,2024,"S87-030",c(884980, 6339373)
"2705",0.776041687,"XY",2024-02-09,2024,2,2024,"S87-030",c(884989, 6339428)
"2706",0.9375,"XX",2024-02-09,2024,2,2024,"S88-022",c(985663, 6589630)
"2708",1,"XY",2024-02-10,2024,2,2024,"S87-093",c(972695, 6535349)
"2709",0.765625,"XX",2024-02-10,2024,2,2024,"S87-112",c(951896, 6265307)
"2710",0.578125,"XY",2024-02-11,2024,2,2024,"S87-023",c(928959, 6299646)
"2711",1,"XY",2024-02-11,2024,2,2024,"S86-031",c(907312, 6348619)
"2712",0.791666687,"XY",2024-02-12,2024,2,2024,"S87-085",c(988693, 6591570)
"2713",1,"XY",2024-02-12,2024,2,2024,"S89-004",c(1009781, 6346303)
"2714",0.755208313,"XY",2024-02-12,2024,2,2024,"S88-026",c(973523, 6442419)
"2715",1,"XY",2024-02-12,2024,2,2024,"S86-200",c(971261, 6480953)
"2716",0.578125,"XX",2024-02-12,2024,2,2024,"S84-043",c(876142, 6344152)
"2717",1,"XX",2024-02-12,2024,2,2024,"S87-010",c(879300, 6346674)
"2718",0.953125,"XX",2024-02-12,2024,2,2024,"S84-043",c(879171, 6346622)
"2719",0.984375,"XX",2024-02-12,2024,2,2024,"S87-010",c(879164, 6347501)
"2720",0.890625,"XX",2024-02-12,2024,2,2024,"S87-062",c(969777, 6462180)
"2721",0.598958313,"XX",2024-02-12,2024,2,2024,"S75-066",c(969843, 6462383)
"2723",1,"XY",2024-02-12,2024,2,2024,"S89-006",c(1018012, 6352198)
"2724",1,"XY",2024-02-12,2024,2,2024,"S87-085",c(984450, 6591619)
"2725",0.6875,"XX",2024-02-12,2024,2,2024,"S84-024",c(867759, 6399386)
"2726",1,"XY",2024-02-12,2024,2,2024,"S88-088",c(867759, 6399386)
"2727",0.708333313,"XX",2024-02-12,2024,2,2024,"S87-032",c(992700, 6426710)
"2728",0.791666687,"XY",2024-02-12,2024,2,2024,"S88-036",c(989971, 6351870)
"2729",0.9375,"XX",2024-02-12,2024,2,2024,"S68-19",c(986161, 6592421)
"2730",0.609375,"XX",2024-02-12,2024,2,2024,"S77-027",c(922246, 6359567)
"2731",0.53125,"XX",2024-02-13,2024,2,2024,"S86-002",c(990316, 6481453)
"2732",1,"XY",2024-02-13,2024,2,2024,"S87-108",c(972476, 6257390)
"2733",1,"XX",2024-02-13,2024,2,2024,"S87-063",c(950987, 6275796)
"2734",1,"XY",2024-02-13,2024,2,2024,"S88-079",c(995599, 6331320)
"2735",0.526041687,"XX",2024-02-13,2024,2,2024,"S75-031",c(948223, 6373920)
"2736",1,"XX",2024-02-13,2024,2,2024,"S89-008",c(1056572, 6334972)
"2738",0.859375,"XX",2024-02-13,2024,2,2024,"S87-086",c(1013078, 6278467)
"2739",0.630208313,"XX",2024-02-13,2024,2,2024,"S88-034",c(989303, 6346700)
"2740",0.953125,"XX",2024-02-13,2024,2,2024,"S56-36",c(1005682, 6500035)
"2741",0.875,"XX",2024-02-13,2024,2,2024,"S87-051",c(988449, 6345600)
"2742",0.848958313,"XX",2024-02-13,2024,2,2024,"S89-020",c(1000300, 6327013)
"2744",0.614583313,"XX",2024-02-13,2024,2,2024,"S88-039",c(1055119, 6330816)
"2745",1,"XX",2024-02-13,2024,2,2024,"S89-011",c(892757, 6423078)
"2746",0.723958313,"XY",2024-02-13,2024,2,2024,"S86-022",c(955956, 6471665)
"2747",1,"XX",2024-02-13,2024,2,2024,"S73-049",c(985196, 6532209)
"2748",0.890625,"XX",2024-02-13,2024,2,2024,"S87-092",c(1009089, 6280704)
"2749",0.989583313,"XX",2024-02-14,2024,2,2024,"S71-031",c(1000494, 6381900)
"2750",0.994791687,"XY",2024-02-14,2024,2,2024,"S87-007",c(918859, 6418997)
"2751",0.776041687,"XX",2024-02-14,2024,2,2024,"S87-077",c(921466, 6417611)
"2752",0.984375,"XY",2024-02-14,2024,2,2024,"S87-073",c(960165, 6407946)
"2753",0.958333313,"XY",2024-02-14,2024,2,2024,"S87-072",c(973163, 6421586)
"2754",0.96875,"XY",2024-02-14,2024,2,2024,"S87-072",c(973198, 6421596)
"2755",0.802083313,"XY",2024-02-14,2024,2,2024,"S87-060",c(1003601, 6275875)
"2756",1,"XX",2024-02-14,2024,2,2024,"S75-020",c(1034069, 6323514)
"2757",0.875,"XY",2024-02-14,2024,2,2024,"S79-003",c(1001202, 6382014)
"2758",0.854166687,"XY",2024-02-14,2024,2,2024,"S81-113",c(957964, 6319078)
"2759",0.96875,"XY",2024-02-14,2024,2,2024,"S86-091",c(989991, 6324311)
"2760",0.807291687,"XY",2024-02-14,2024,2,2024,"S81-113",c(959853, 6317603)
"2761",0.8125,"XY",2024-02-14,2024,2,2024,"S88-059",c(926284, 6339286)
"2762",0.791666687,"XY",2024-02-14,2024,2,2024,"S79-003",c(1000947, 6381626)
"2763",0.927083313,"XX",2024-02-14,2024,2,2024,"S75-020",c(1034060, 6323529)
"2764",1,"XX",2024-02-14,2024,2,2024,"S88-090",c(904827, 6378570)
"2765",1,"XY",2024-02-15,2024,2,2024,"S81-031",c(998765, 6361256)
"2766",0.6875,"XX",2024-02-15,2024,2,2024,"S87-031",c(907329, 6348562)
"2767",0.911458313,"XX",2024-02-15,2024,2,2024,"S87-043",c(989236, 6358843)
"2768",0.895833313,"XX",2024-02-15,2024,2,2024,"S88-024",c(971143, 6478665)
"2770",0.546875,"XX",2024-02-15,2024,2,2024,"S87-028",c(919132, 6277097)
"2771",1,"XX",2024-02-15,2024,2,2024,"S87-028",c(918902, 6278197)
"2772",0.895833313,"XX",2024-02-15,2024,2,2024,"S80-077",c(988702, 6285778)
"2773",0.770833313,"XX",2024-02-15,2024,2,2024,"S68-17",c(889556, 6447999)
"2774",1,"XX",2024-02-15,2024,2,2024,"S88-024",c(971252, 6479552)
"2777",0.942708313,"XY",2024-02-15,2024,2,2024,"S87-019",c(889341, 6447527)
"2778",0.911458313,"XY",2024-02-15,2024,2,2024,"S86-093",c(888723, 6447144)
"2779",0.958333313,"XX",2024-02-15,2024,2,2024,"S86-087",c(952000, 6353941)
